12/11,13:00,1,0,1
12/11,13:30,1,0,1
12/11,14:00,1,0,1
12/11,14:30,1,0,1
12/11,15:00,1,0,1
12/11,15:30,1,0,1
12/11,16:00,1,0,1
12/11,16:30,1,0,1
12/11,17:00,1,0,1
12/11,17:30,1,0,1
12/12,10:00,1,0,1
12/12,10:30,1,0,1
12/12,11:00,1,0,1
12/12,11:30,1,0,1
12/12,12:00,1,0,1
12/12,12:30,1,0,1
12/12,13:00,1,0,1
12/12,13:30,1,0,1
12/12,14:00,1,0,1
12/12,14:30,1,0,1
12/12,15:00,1,0,1
12/12,15:30,1,0,1
12/12,16:00,1,0,1
12/12,16:30,1,0,1
12/12,17:00,1,0,1
12/12,17:30,1,0,1
12/13,10:00,1,0,1
12/13,10:30,1,0,1
12/13,11:00,1,0,1
12/13,11:30,1,0,1
12/13,12:00,1,0,1
12/13,12:30,1,0,1
12/13,13:00,1,0,1
12/13,13:30,1,0,1
12/13,14:00,1,0,1
12/13,14:30,1,0,1
12/13,15:00,1,0,1
12/13,15:30,1,0,1
12/13,16:00,1,0,1
12/13,16:30,1,0,1
12/13,17:00,1,0,1
12/13,17:30,1,0,1
12/14,10:00,1,0,1
12/14,10:30,1,0,1
12/14,11:00,1,0,1
12/14,11:30,1,0,1
12/14,12:00,1,0,1
12/14,12:30,1,0,1
12/14,13:00,1,0,1
12/14,13:30,1,0,1
12/14,14:00,1,0,1
12/14,14:30,1,0,1
12/14,15:00,1,0,1
12/14,15:30,1,0,1
12/14,16:00,1,0,1
12/14,16:30,1,0,1
12/14,17:00,1,0,1
12/14,17:30,1,0,1
12/15,10:00,1,0,1
12/15,10:30,1,0,1
12/15,11:00,1,0,1
12/15,11:30,1,0,1
12/15,12:00,1,0,1
12/15,12:30,1,0,1
12/15,13:00,1,0,1
12/15,13:30,1,0,1
12/15,14:00,1,0,1
12/15,14:30,1,0,1
12/15,15:00,1,0,1
12/15,15:30,1,0,1
12/15,16:00,1,0,1
12/15,16:30,1,0,1
12/15,17:00,1,0,1
12/15,17:30,1,0,1
